"","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1_PolParty","ID","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate","T6_BFI_2_XS_extravert1","T6_BFI_2_XS_agreeable1","T6_BFI_2_XS_conscientious1","T6_BFI_2_XS_neurotic1","T6_BFI_2_XS_open1","T6_BFI_2_XS_extravert2","T6_BFI_2_XS_agreeable2","T6_BFI_2_XS_conscientious2","T6_BFI_2_XS_neurotic2","T6_BFI_2_XS_open2","T6_BFI_2_XS_extravert3","T6_BFI_2_XS_agreeable3","T6_BFI_2_XS_conscientious3","T6_BFI_2_XS_neurotic3","T6_BFI_2_XS_open3"
"165",34,1,2,5,1,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",34,2,2,6,2,166,4,4,1,3,0,4,4,1,2,0,4,4,1,3,3,0,1,3,3,0,2,2,3,3,1
"167",39,1,4,6,1,167,4,4,4,4,4,4,4,4,4,4,0,4,1,0,4,4,0,0,0,0,3,2,4,4,4
"168",47,1,8,4,2,168,3,3,3,3,2,4,4,4,4,3,4,4,1,1,4,1,0,0,0,0,3,1,4,3,3
"169",48,2,2,5,1,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",39,2,2,6,2,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",65,1,2,5,1,171,4,4,1,4,0,4,4,1,4,1,3,4,2,2,2,0,0,1,0,3,2,3,4,3,3
"172",32,2,2,7,2,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",52,1,5,6,1,173,4,4,3,4,3,4,4,3,4,3,3,4,0,0,2,2,0,0,2,0,2,2,4,4,4
"174",38,1,2,7,1,174,2,1,0,1,0,1,1,0,1,0,4,3,1,1,0,2,2,3,0,4,1,3,3,3,3
"175",28,1,1,6,3,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",52,2,2,5,1,176,4,4,4,4,3,4,4,4,3,3,4,4,1,4,3,1,3,4,4,2,1,3,4,0,3
"177",41,2,2,5,1,177,4,4,4,4,3,4,4,4,4,4,3,4,1,3,2,2,3,3,1,2,3,0,3,1,1
"178",54,2,2,7,2,178,4,4,4,4,3,4,4,4,4,2,0,4,0,1,4,4,0,0,0,0,3,3,4,4,4
"179",38,1,2,6,2,179,4,4,3,4,0,4,4,3,4,0,4,4,1,4,4,0,1,0,3,0,0,3,4,2,4
"180",31,2,2,5,1,180,0,0,0,1,0,2,0,0,1,0,4,2,1,0,3,3,1,0,2,4,3,1,3,3,3
"181",22,2,2,6,3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",45,1,2,6,1,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",50,2,2,5,2,183,4,4,4,4,3,4,4,4,4,3,0,4,1,4,4,1,0,1,4,0,2,3,4,1,4
"184",36,2,2,5,1,184,4,4,3,3,3,4,4,4,4,3,4,3,2,4,3,0,0,0,4,1,1,2,3,2,2
"185",37,1,2,7,2,185,3,4,1,3,3,4,4,1,3,4,1,3,3,3,4,2,3,3,0,0,3,2,3,3,4
"186",41,1,2,5,2,186,3,3,3,3,4,3,3,3,3,4,1,2,0,2,1,3,3,1,3,1,3,2,3,3,3
"187",32,1,2,7,1,187,3,4,1,3,0,4,4,1,3,0,3,2,0,0,2,3,0,1,0,1,3,4,4,4,2
"188",44,2,4,6,1,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",49,2,1,7,2,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",49,1,4,6,1,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",46,2,2,6,1,191,4,4,2,4,1,4,4,1,4,1,1,3,3,3,4,1,3,1,3,1,1,2,1,1,3
"192",51,1,2,7,3,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",35,2,1,5,2,193,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,1,2,4,3,4,3,2,3,4,3
"194",35,1,2,7,1,194,3,3,3,3,3,4,4,4,4,3,3,2,0,0,0,2,1,1,2,2,2,2,3,3,2
"195",46,2,2,5,1,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",44,1,2,4,1,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",38,2,2,5,1,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",49,1,5,7,1,198,4,4,3,4,2,3,4,3,4,2,4,4,2,0,3,1,0,0,0,0,2,4,4,4,3
"199",23,2,2,6,2,199,3,4,3,4,4,3,4,3,4,4,1,2,1,3,4,4,4,1,2,1,2,1,4,2,3
"200",25,1,2,6,2,200,3,4,4,4,4,3,3,3,3,3,2,4,3,3,4,3,1,3,2,1,2,4,4,3,4
"201",61,2,2,7,2,201,3,4,3,3,2,3,4,2,3,3,1,4,1,3,4,4,0,1,4,0,2,4,4,2,4
"202",63,2,2,6,1,202,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3,3,2,3,0,0,3,3,3,3,2
"203",49,2,2,6,2,203,3,4,2,2,2,3,4,2,2,1,3,3,0,1,4,1,0,1,0,3,2,3,4,3,1
"204",30,1,5,7,2,204,4,4,4,4,4,4,4,4,4,4,2,3,1,1,2,2,0,1,1,1,3,3,3,3,3
"205",47,2,2,6,4,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",51,2,2,7,2,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",34,2,2,4,2,207,3,4,3,3,3,4,4,4,4,1,2,3,4,4,3,0,2,4,3,3,0,2,1,3,1
"208",29,2,2,7,2,208,4,4,3,4,1,4,4,4,4,0,3,3,1,4,2,2,1,1,0,1,2,2,3,1,2
"209",38,1,2,5,2,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",23,2,2,4,2,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",37,1,2,7,2,211,4,4,4,4,2,4,4,4,4,3,3,4,4,1,4,2,1,3,1,0,2,4,4,4,4
"212",37,2,2,6,1,212,3,4,3,3,4,3,4,3,3,4,1,4,0,4,3,3,0,1,4,0,0,3,4,4,3
"213",50,2,2,6,1,213,3,0,2,4,4,3,0,1,4,4,0,3,0,0,1,4,1,0,0,1,3,3,4,4,3
"214",23,1,2,6,2,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",29,2,2,5,2,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",35,1,2,6,2,216,4,4,2,3,3,4,4,2,3,3,1,4,1,1,4,1,3,1,1,0,3,3,3,3,3
"217",72,2,2,6,1,217,3,2,0,2,0,3,3,0,2,0,3,4,1,0,3,1,1,3,0,1,1,4,3,4,3
"218",43,1,4,6,2,218,4,3,2,3,2,4,4,3,4,2,4,3,1,3,4,2,3,3,3,0,2,2,2,3,3
"219",57,1,2,6,2,219,4,4,1,4,0,4,4,1,4,1,3,1,4,4,1,0,3,4,4,0,1,0,4,3,1
"220",24,1,2,4,3,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",31,2,2,5,1,221,0,2,0,3,0,0,2,0,2,0,2,4,3,1,4,1,3,1,0,2,2,2,3,3,4
"222",45,2,2,6,2,222,4,4,0,4,3,4,4,1,4,3,2,0,3,0,3,4,4,1,0,1,1,0,4,4,2
"223",45,2,2,5,3,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",22,1,4,5,2,224,4,4,4,4,4,4,4,4,4,4,4,3,0,4,4,3,4,4,4,0,0,2,1,0,3
"225",74,2,2,7,2,225,4,4,4,4,0,4,4,4,4,0,1,4,1,0,4,4,0,0,0,0,3,4,4,3,4
"226",51,2,2,5,1,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",42,1,2,6,2,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",37,2,2,6,3,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",44,2,2,6,1,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",49,2,2,6,1,230,4,2,2,2,1,3,2,4,4,3,3,4,0,2,1,3,1,1,2,2,1,2,4,1,2
"231",37,1,2,5,3,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",49,1,2,5,1,232,4,4,2,3,0,4,4,2,3,1,3,3,0,3,0,2,2,2,1,4,3,0,3,3,3
"233",36,2,2,6,2,233,4,4,4,4,3,4,4,4,4,3,3,3,0,2,3,2,2,1,0,2,2,2,4,2,3
"234",45,1,2,7,3,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",46,2,2,5,4,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",38,2,2,6,1,236,2,3,1,3,3,2,3,2,3,1,3,4,3,3,1,0,0,0,3,2,1,4,4,3,3
"237",36,2,1,6,2,237,4,4,2,4,4,4,4,2,4,4,3,4,1,4,3,1,3,4,4,4,0,0,2,0,0
"238",35,2,1,5,2,238,3,4,3,4,3,4,4,4,3,3,3,3,1,2,4,2,1,1,1,0,2,2,4,2,3
"239",27,1,2,5,2,239,4,4,4,4,4,4,4,4,4,4,2,2,0,0,3,2,0,0,0,0,2,0,4,4,4
"240",32,1,2,6,1,240,3,3,3,3,3,3,2,3,3,2,3,2,1,2,3,3,2,3,3,3,3,3,4,3,2
"241",40,2,2,5,3,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",27,1,2,6,2,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",51,2,2,6,2,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",30,1,2,4,1,244,4,4,4,4,4,4,4,4,4,4,0,1,0,0,4,3,3,0,0,3,4,0,4,3,0
"245",64,1,2,5,2,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",34,1,2,6,2,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",42,2,2,6,1,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",45,1,2,6,2,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",33,6,2,7,2,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",57,2,2,6,1,250,4,4,4,4,4,4,4,4,4,4,2,4,0,0,4,2,0,0,0,0,4,4,4,4,4
"251",34,1,2,6,1,251,3,2,1,3,2,4,3,2,3,2,1,1,3,1,1,0,3,3,1,1,2,3,2,4,3
"252",37,2,2,7,2,252,4,3,1,3,2,4,4,2,3,3,0,2,3,4,3,3,3,2,3,1,2,4,3,0,2
"253",62,1,2,7,3,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",40,2,2,7,1,254,4,4,4,4,4,4,4,4,4,4,3,3,0,1,2,2,0,0,0,2,3,2,4,4,2
"255",41,1,2,6,1,255,3,3,1,2,2,2,2,1,2,2,2,4,2,2,3,0,0,2,1,3,1,2,2,3,1
"256",41,2,5,7,2,256,3,3,2,2,2,3,3,2,2,2,4,3,2,4,1,0,3,3,4,4,0,2,3,3,1
"257",29,2,2,6,1,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",73,1,2,5,1,258,4,2,2,4,0,4,3,2,4,0,1,3,0,1,3,0,0,0,0,1,2,3,4,3,3
"259",42,2,2,6,2,259,2,3,0,3,1,1,4,0,3,1,0,4,3,4,2,0,0,4,3,3,1,4,2,1,1
"260",45,1,2,6,2,260,3,3,2,4,1,4,4,3,4,1,0,4,0,0,3,2,0,0,0,0,4,4,4,4,3
"261",41,2,1,5,2,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",37,1,6,6,2,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",52,2,2,6,1,263,4,4,3,4,3,4,4,3,4,3,3,3,0,1,2,1,0,0,0,2,2,4,4,4,2
"264",39,2,6,6,2,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",25,1,2,6,2,265,2,3,2,3,2,2,4,2,3,2,2,3,1,0,2,3,1,1,0,1,2,2,4,4,3
"266",41,1,2,6,4,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",45,2,2,6,1,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",49,1,4,6,1,268,3,3,2,3,3,3,2,2,3,3,4,1,1,0,3,0,0,2,0,1,1,1,2,3,1
"269",41,2,2,6,2,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",23,2,2,6,2,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",49,1,2,7,1,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",23,2,2,4,1,272,2,3,1,1,1,2,4,3,1,1,3,3,1,1,3,1,1,1,0,1,2,1,2,2,3
"273",53,1,6,6,2,273,3,2,2,3,0,4,4,4,4,0,3,1,1,0,4,3,1,1,0,0,4,2,3,4,2
"274",41,1,2,7,2,274,2,4,2,4,1,2,4,2,4,1,2,3,0,0,3,2,3,0,0,1,2,1,4,3,3
"275",28,2,2,7,2,275,4,4,2,4,4,4,4,2,4,3,3,4,0,4,4,3,1,1,2,0,2,1,4,3,3
"276",36,2,7,6,2,276,4,4,4,4,3,4,4,4,4,3,3,4,0,3,1,2,0,0,1,0,4,3,4,3,3
"277",28,2,2,6,1,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",44,2,1,5,2,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",34,1,2,6,1,279,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,3,0,0,2,0,0,4,4,3
"280",23,2,2,6,2,280,3,4,4,4,4,4,4,4,4,4,3,4,0,3,4,3,1,0,1,4,3,3,4,4,3
"281",42,1,2,6,2,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",46,1,2,4,1,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",55,2,2,7,2,283,4,4,2,3,3,4,4,3,3,3,3,4,2,4,1,1,2,3,1,0,1,2,3,4,3
"284",46,2,2,4,3,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",32,1,2,6,2,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",34,2,7,6,2,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",61,1,2,5,1,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",33,2,2,7,1,288,4,4,2,3,0,4,4,2,4,0,1,3,0,0,3,2,1,3,0,0,2,3,3,4,3
"289",37,1,2,5,1,289,4,4,3,4,4,4,4,3,4,4,4,0,0,1,4,2,1,0,3,0,1,0,4,3,4
"290",47,1,6,6,1,290,4,4,3,4,3,4,4,3,4,3,4,4,0,0,3,1,0,0,0,0,4,4,4,4,4
"291",47,2,2,6,1,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",36,1,2,6,2,292,3,3,2,4,3,4,4,3,4,3,4,3,1,1,3,1,1,1,1,1,3,3,4,4,3
"293",28,2,2,6,3,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",35,1,2,7,1,294,4,4,4,4,2,4,4,4,4,2,0,4,0,0,4,4,1,0,0,0,4,3,4,4,4
"295",43,2,2,6,3,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",25,1,2,6,2,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",50,1,2,6,1,297,4,4,3,4,3,3,4,3,4,3,3,3,1,3,3,2,2,2,1,2,2,2,2,3,3
"298",37,1,4,6,2,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",38,1,2,6,2,299,4,4,2,4,3,4,4,4,4,4,1,4,1,2,4,0,0,2,0,0,3,3,3,4,4
"300",35,1,2,5,3,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",38,2,2,7,2,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",70,2,2,6,2,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",36,2,6,7,2,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",58,2,2,5,2,304,3,3,3,3,0,4,4,3,4,2,0,3,3,4,2,2,4,2,1,1,3,2,4,2,1
"305",32,1,2,7,1,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",46,1,2,6,2,306,4,4,4,4,2,4,4,4,4,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2
"307",48,2,2,7,1,307,4,4,4,4,2,4,4,4,4,4,1,3,1,1,4,4,2,0,0,0,3,3,3,3,3
"308",28,2,2,7,2,308,4,4,4,4,4,4,4,4,4,4,3,3,0,4,4,3,3,0,0,3,3,3,4,3,3
"309",48,2,2,7,2,309,2,3,1,3,2,2,2,1,2,1,3,3,1,1,3,0,0,0,1,1,3,1,4,2,3
"310",22,2,5,6,2,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",53,2,2,5,1,311,4,4,4,4,4,4,4,4,4,4,0,4,2,3,2,0,0,2,2,2,0,2,4,2,2
"312",40,1,1,5,2,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",58,1,2,6,3,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",30,2,7,6,1,314,2,3,3,3,1,3,4,2,3,4,3,2,4,3,2,2,3,3,1,2,1,3,3,2,2
"315",43,1,4,5,3,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",43,1,2,7,2,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",30,2,2,5,2,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",43,1,2,7,1,318,4,4,3,4,2,4,4,3,4,4,4,4,0,1,3,1,0,1,3,2,3,1,4,3,2
"319",45,1,1,6,1,319,4,4,4,4,2,4,4,4,4,2,3,4,0,0,2,0,0,0,0,0,3,4,4,3,3
"320",54,2,2,5,1,320,4,4,2,4,2,4,4,2,4,2,3,3,0,1,1,1,1,1,1,4,1,3,4,3,1
"321",27,2,2,5,2,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",32,1,2,6,1,322,4,4,4,4,4,4,4,4,4,4,1,3,0,1,3,3,0,0,0,0,4,4,3,4,1
"323",32,2,2,6,1,323,3,4,3,2,0,3,3,3,1,0,1,4,2,3,3,1,1,3,4,3,2,3,4,0,2
"324",56,2,2,6,2,324,4,4,4,4,3,4,4,4,4,0,3,4,0,4,4,1,0,0,4,0,0,1,4,2,4
"325",45,1,2,6,2,325,4,4,4,4,4,4,4,4,4,4,2,3,2,0,3,2,3,1,0,0,2,2,2,3,3
"326",56,2,2,5,1,326,3,3,3,3,1,4,4,4,4,1,4,3,1,4,3,0,0,3,2,2,2,3,4,3,3
"327",23,1,2,6,1,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",21,1,2,5,1,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",27,2,4,4,2,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",36,2,2,7,2,330,4,4,4,4,2,4,4,4,4,2,0,2,0,2,4,4,3,2,1,0,2,1,4,3,4
"331",29,1,2,6,3,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",23,2,3,6,2,332,4,4,4,3,2,4,4,4,3,0,2,4,3,4,4,1,0,2,4,0,3,3,4,2,4
"333",62,1,2,5,1,333,3,1,3,3,0,4,2,4,4,0,3,3,2,1,0,2,0,1,0,4,2,2,3,3,2
"334",57,2,2,5,1,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",34,2,1,6,3,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",27,2,2,7,1,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",47,2,2,6,1,337,3,2,3,3,2,4,3,3,3,2,1,3,0,3,2,2,1,0,0,1,3,3,3,3,2
